,Reg no.,Name,"Incorp-
orated",Dissolved,Type
281,2954201,"360 Degree Clothing (Holdings) Limited
360度服飾控股有限公司",2020-06-23,,"Private, ltd by shares"
282,2984706,"360 Degree Limited (HK)
三六零有限公司",2020-10-14,,"Private, ltd by shares"
283,2946844,360 DIGITAL AGENCY LIMITED,2020-05-29,,"Private, ltd by shares"
284,2955617,"360 Interior Limited
360室內設計有限公司",2020-06-29,,"Private, ltd by shares"
285,2993044,"360 Smart Limited (HK)
香港奇虎健安智能科技有限公司",2020-11-11,,"Private, ltd by shares"
286,2959112,"360GN LIMITED
360激安代購有限公司",2020-07-09,,"Private, ltd by shares"
287,2918357,365 FITNESS LIMITED (HK),2020-02-25,,"Private, ltd by shares"
288,2993897,"365 Global Trading Limited
365環球貿易有限公司",2020-11-13,,"Private, ltd by shares"
289,2928790,365 INTERNATIONAL SOURCING LIMITED,2020-04-01,,"Private, ltd by shares"
290,2988381,"365 Locksmith & Security Engineering CO. Limited
365開鎖及安防有限公司",2020-10-28,,"Private, ltd by shares"
291,2936621,"365 MARKET LIMITED
365市集有限公司",2020-04-28,,"Private, ltd by shares"
292,2960678,"365G MODELS CONSULTANT LIMITED
365全球智庫有限公司",2020-07-15,,"Private, ltd by shares"
293,2946816,365post Limited,2020-05-29,,"Private, ltd by shares"
294,2922922,"365Solution Limited
365解決方案有限公司",2020-03-12,,"Private, ltd by shares"
295,2996793,"368 Trading Limited
368貿易有限公司",2020-11-24,,"Private, ltd by shares"
296,2978309,"38 Degrees Group Co., Limited
三十八度集團有限公司",2020-09-17,,"Private, ltd by shares"
297,2964703,38 PARTNERS LIMITED,2020-08-03,,"Private, ltd by shares"
298,2989815,"38 Wine Limited
38葡萄酒進口有限公司",2020-11-02,,"Private, ltd by shares"
299,2961863,38A LIMITED (HK),2020-07-20,,"Private, ltd by shares"
300,2937726,39 LIMITED (b2020-05-03),2020-05-03,,"Private, ltd by shares"
301,3002017,"39F LIMITED
39家具有限公司",2020-12-15,,"Private, ltd by shares"
302,2989335,"39YINXIN CO., LIMITED
39印信有限公司",2020-10-30,,"Private, ltd by shares"
303,2941962,"3A DECORATION DESIGN ENGINEERING CO., LIMITED
三希裝飾設計工程有限公司",2020-05-15,,"Private, ltd by shares"
304,2950756,"3A INDUSTRIAL DEVELOPMENT LIMITED
恒偉實業有限公司",2020-06-11,,"Private, ltd by shares"
305,2975426,3A International Limited (HK),2020-09-07,,"Private, ltd by shares"
306,2954347,3A LIMITED,2020-06-23,,"Private, ltd by shares"
307,2986727,"3A Medical Products Co., Limited
安徽富美醫療科技有限公司",2020-10-21,,"Private, ltd by shares"
308,2949848,"3A Trading Limited
尊尚優品貿易有限公司",2020-06-09,,"Private, ltd by shares"
309,2951691,"3aam Design Limited
叁直設計有限公司",2020-06-15,,"Private, ltd by shares"
310,2912178,"3ACREDIT HK CO., LIMITED
商安信(香港)有限公司",2020-01-15,,"Private, ltd by shares"
311,2924862,3ANDCO LIMITED,2020-03-18,,"Private, ltd by shares"
312,2986182,"3BOYS2GIRLS STUDIO LIMITED
三男二女工作室有限公司",2020-10-20,,"Private, ltd by shares"
313,2961295,"3BUY (HONG KONG) LIMITED
任買(香港)有限公司",2020-07-16,,"Private, ltd by shares"
314,2995846,"3C AMOY THE WORLD CO., LIMITED",2020-11-20,,"Private, ltd by shares"
315,2945751,"3C Food And Beverage Group Limited
三師飲食集團有限公司",2020-05-27,,"Private, ltd by shares"
316,2945247,"3C Reusable Resources Company Limited
三思資源再用有限公司",2020-05-26,,"Private, ltd by shares"
317,2948538,"3C SOLUTIONS LIMITED (HK)
三施有限公司",2020-06-04,,"Private, ltd by shares"
318,2943379,"3D Capital Management Co., Limited
三嘀資本管理股份有限公司",2020-05-20,,"Private, ltd by shares"
319,2984049,"3D Clearing Company Limited
仨寶抗菌環保有限公司",2020-10-09,,"Private, ltd by shares"
320,3006147,"3D IMAGING TECHNOLOGY CO., LIMITED
三維影像科技有限公司",2020-12-30,,"Private, ltd by shares"
321,2979335,"3D Xpress Limited
飛馳貨運有限公司",2020-09-22,,"Private, ltd by shares"
322,2983496,3Ed Lab Limited,2020-10-08,,"Private, ltd by shares"
323,2946132,3F Lab Trading Limited,2020-05-28,,"Private, ltd by shares"
324,2941922,3FR TECHNOLOGY LIMITED,2020-05-15,,"Private, ltd by shares"
325,2932955,"3J DESIGN CO., LIMITED
3壹設計有限公司",2020-04-17,,"Private, ltd by shares"
326,2968165,"3J Manufacturing Limited
迅捷製品有限公司",2020-08-14,,"Private, ltd by shares"
327,2922698,3K MOTORS TRADING LIMITED,2020-03-11,,"Private, ltd by shares"
328,2972276,3KDC Holdings Limited,2020-08-28,,"Private, ltd by shares"
329,3006354,3L CAPITAL INVESTMENT LIMITED,2020-12-30,,"Private, ltd by shares"
330,2972025,"3L HEALTH & TECHNOLOGY INTERNATIONAL HOLDINGS LIMITED
三生健康科技國際控股有限公司",2020-08-27,,"Private, ltd by shares"
331,2985153,3L HOLDINGS LIMITED,2020-10-15,,"Private, ltd by shares"
332,2971327,3L LISTINGS LIMITED,2020-08-26,,"Private, ltd by shares"
333,2948585,"3L Management Limited
三柴管理有限公司",2020-06-04,,"Private, ltd by shares"
334,2952781,3L Secretarial Services Limited,2020-06-18,,"Private, ltd by shares"
335,2966026,3M COMPANY ASIA ESCROW SERVICES LIMITED,2020-08-07,,"Private, ltd by shares"
336,2964859,3M COMPANY ESCROW SERVICE LIMITED,2020-08-03,,"Private, ltd by shares"
337,2992749,3MAN LIMITED,2020-11-11,,"Private, ltd by shares"
338,2946448,3ME Limited,2020-05-29,,"Private, ltd by shares"
339,2953315,3Mind Concepts Limited,2020-06-19,,"Private, ltd by shares"
340,2926278,"3N Social Cooperation Enterprise Company Limited
三無社會企業合作有限公司",2020-03-24,,"Private, ltd by shares"
341,2948285,3ninjas Education Limited,2020-06-03,,"Private, ltd by shares"
342,2990269,"3nm Limited
三納米科技有限公司",2020-11-03,,"Private, ltd by shares"
343,2956868,3percent Limited,2020-07-03,,"Private, ltd by shares"
344,2980127,"3PM Technology Limited
三時科技有限公司",2020-09-24,,"Private, ltd by shares"
345,2939236,"3POWERS ELECTRICS LIMITED
三浦電子股份有限公司",2020-05-07,,"Private, ltd by shares"
346,2990523,"3Q Global Supply Chain Service Co., Limited
金林洪泰全球供應鏈服務有限公司",2020-11-03,,"Private, ltd by shares"
347,2924285,"3Qi Investment Limited
三奇投資有限公司",2020-03-17,,"Private, ltd by shares"
348,3005468,"3River International (HK) Industrial Co., Limited
三江國際(香港)實業有限公司",2020-12-29,,"Private, ltd by shares"
349,2951017,"3S A Group Limited
杉盛集團有限公司",2020-06-11,,"Private, ltd by shares"
350,2980841,"3S Capital Limited (HK)
上善資本有限公司",2020-09-28,,"Private, ltd by shares"
351,2922234,"3S Sourcing Limited
三次元有限公司",2020-03-10,,"Private, ltd by shares"
352,2925391,"3TC INTERNATIONAL TRADING CO., LIMITED",2020-03-20,,"Private, ltd by shares"
353,2986121,3Trade System Limited,2020-10-20,,"Private, ltd by shares"
354,3002199,3V Global Limited,2020-12-15,,"Private, ltd by shares"
355,3004229,"3W Hesheng Technology Co., Limited
三萬合盛科技有限公司",2020-12-23,,"Private, ltd by shares"
356,2994858,3W INNOVATIONS LIMITED,2020-11-18,,"Private, ltd by shares"
357,2921986,"3WINS YUN BANG INTERNATIONAL TRADING CO., LIMITED
三贏雲邦國際貿易有限公司",2020-03-09,,"Private, ltd by shares"
358,2934370,3WS GROUP LIMITED,2020-04-21,,"Private, ltd by shares"
359,2911618,4 & 3 LIMITED,2020-01-13,,"Private, ltd by shares"
360,2997269,"4 FOCUS TOYS LIMITED
焦點玩具有限公司",2020-11-26,,"Private, ltd by shares"
361,2968336,"4 Meow Company Limited
四隻貓有限公司",2020-08-14,,"Private, ltd by shares"
362,2952129,4 Queens Limited,2020-06-16,,"Private, ltd by shares"
363,2954782,"401 ERA LIMITED
閃攝有限公司",2020-06-24,,"Private, ltd by shares"
364,2987603,403 Design Company Limited,2020-10-23,,"Private, ltd by shares"
365,2944778,"404 INDUSTRIES LIMITED
404軍工遊戲有限公司",2020-05-25,,"Private, ltd by shares"
366,2996869,404 LOT FINE LIMITED,2020-11-25,,"Private, ltd by shares"
367,2937606,"404 Not Found Limited
找不到有限公司",2020-04-29,,"Private, ltd by shares"
368,2922606,"40th Reborn Technology Limited
40動力科技有限公司",2020-03-11,,"Private, ltd by shares"
369,3005581,424 Buddies Limited,2020-12-29,,"Private, ltd by shares"
370,2964672,43 LIMITED,2020-08-03,,"Private, ltd by shares"
371,2920648,"4379 International Group Limited
四三七九國際集團有限公司",2020-03-04,,"Private, ltd by shares"
372,2956918,"448 Credit Limited
448 信貸有限公司",2020-07-03,,"Private, ltd by shares"
373,2956265,449 Company Limited,2020-07-02,,"Private, ltd by shares"
374,2962543,"461486 Limited
四六一四八六有限公司",2020-07-23,,"Private, ltd by shares"
375,2936300,463 Laboratory Limited,2020-04-27,,"Private, ltd by shares"
376,2937725,48 LIMITED (HK),2020-05-03,,"Private, ltd by shares"
377,2982905,"4889 Limited
4889有限公司",2020-10-06,,"Private, ltd by shares"
378,2960806,49 TECHNOLOGIES LIMITED,2020-07-15,,"Private, ltd by shares"
379,LF7266034,"4A Quant Limited Partnership Fund
天仁量化有限合夥基金",2020-11-02,,Limited Partnership Fund
380,2990119,4AM LIMITED,2020-11-03,,"Private, ltd by shares"
381,2983755,"4AT GROUP LIMITED
四季堂集團有限公司",2020-10-09,,"Private, ltd by shares"
382,2919551,"4D CREDIT LIMITED
名駿信貸有限公司",2020-02-27,,"Private, ltd by shares"
383,3006765,"4D Logistics Company Limited
四維物流有限公司",2020-12-31,,"Private, ltd by shares"
384,2967185,4Dimension Company Limited,2020-08-11,,"Private, ltd by shares"
385,2998369,"4EV LIMITED (HK)
電動車配件有限公司",2020-11-30,,"Private, ltd by shares"
386,2949495,"4H Corporate Services Limited
升綽企業服務有限公司",2020-06-08,,"Private, ltd by shares"
387,2918472,4health Asia Limited,2020-02-25,,"Private, ltd by shares"
388,2962826,4km Technology Company Limited,2020-07-24,,"Private, ltd by shares"
389,2922805,4MED International Company Limited,2020-03-11,,"Private, ltd by shares"
390,2942664,"4Reasons Corporate Education Limited
四為企業教育有限公司",2020-05-18,,"Private, ltd by shares"
391,2955404,"4S Imaging Technology Limited
四專影像科技有限公司",2020-06-29,,"Private, ltd by shares"
392,2974847,4season Trading Limited,2020-09-04,,"Private, ltd by shares"
393,2998902,"4SHBAB TRADING Co., Limited",2020-12-01,,"Private, ltd by shares"
394,2955680,"4SOURCING, LIMITED",2020-06-29,,"Private, ltd by shares"
395,2923719,4T CONCEPT LIMITED,2020-03-15,,"Private, ltd by shares"
396,2937613,4T8 LIMITED,2020-04-30,,"Private, ltd by shares"
397,2996280,4U TRADING LIMITED,2020-11-23,,"Private, ltd by shares"
398,2963928,4XHUB LIMITED,2020-07-29,,"Private, ltd by shares"
399,2961056,5 D SEARCH LIMITED,2020-07-16,,"Private, ltd by shares"
400,2926546,5 DARE LIMITED,2020-03-25,,"Private, ltd by shares"
401,2982889,"5 Gold Go Limited
買料快有限公司",2020-10-06,,"Private, ltd by shares"
402,2992262,"5 REST GOURMET COMPANY LIMITED
五休生活有限公司",2020-11-09,,"Private, ltd by shares"
403,2989282,"5 SHARE RESIDENCE COMPANY LIMITED
吾居有限公司",2020-10-30,,"Private, ltd by shares"
404,2919138,5 Snacks Limited,2020-02-26,,"Private, ltd by shares"
405,2984657,501 PM (KT1) LIMITED,2020-10-14,,"Private, ltd by shares"
406,2984659,501 PM (KT2) LIMITED,2020-10-14,,"Private, ltd by shares"
407,2926118,507 Production Limited,2020-03-24,,"Private, ltd by shares"
408,2974053,"51 DESIGN LIMITED
五一設計有限公司",2020-09-03,,"Private, ltd by shares"
409,2947148,"5115 Business Solutions Limited
5115商業服務有限公司",2020-06-01,,"Private, ltd by shares"
410,2982928,51below Limited,2020-10-07,,"Private, ltd by shares"
411,2932644,"51WORLD High Technology (HK) Co., Limited
地球克隆科技(香港)有限公司",2020-04-16,,"Private, ltd by shares"
412,2913215,"520 Group Holding Limited
中華520公益國際品牌運營集團有限公司",2020-01-17,,"Private, ltd by shares"
413,3006787,"535 Multimedia Company Limited
535多媒體製作有限公司",2020-12-31,,"Private, ltd by shares"
414,3006556,55 PRECISION LIMITED,2020-12-31,,"Private, ltd by shares"
415,2959801,"556 FOOD COMPANY LIMITED
556食品有限公司",2020-07-10,,"Private, ltd by shares"
416,2968856,"570 Limited
570有限公司",2020-08-17,,"Private, ltd by shares"
417,2999961,"57TH STREET TECHNOLOGY LIMITED
57街科技有限公司",2020-12-04,,"Private, ltd by shares"
418,2916681,5999 Global Limited,2020-02-17,,"Private, ltd by shares"
419,2999815,5C Consultants Limited,2020-12-04,,"Private, ltd by shares"
420,2989278,"5CGroup Assets Management Co., Limited",2020-10-30,,"Private, ltd by shares"
421,2914503,"5D Leading Tech Limited
無敵先進科技有限公司",2020-01-23,,"Private, ltd by shares"
422,2968415,"5G Deterministic Networking Alliance Limited
確定性網絡產業聯盟有限公司",2020-08-14,,Ltd by guarantee
423,2948324,5G LIMITED (HK),2020-06-03,,"Private, ltd by shares"
424,2972742,"5G nuCommerce Limited
5代新商業有限公司",2020-08-31,,"Private, ltd by shares"
425,2977513,"5G nuMultiMedia Limited
5代新多媒體有限公司",2020-09-14,,"Private, ltd by shares"
426,2929339,"5Gen Care Limited
五代健康有限公司",2020-04-03,,"Private, ltd by shares"
427,2991361,"5GenCare.com Limited
五代健康在線有限公司",2020-11-05,,"Private, ltd by shares"
428,2936020,"5S Innovation Technology Consultants Limited
五常創新科技顧問有限公司",2020-04-25,,"Private, ltd by shares"
429,2959320,5SCMO TOOLING CONSULTING LIMITED,2020-07-10,,"Private, ltd by shares"
430,2992910,"5T FITTINGS CO., LIMITED",2020-11-11,,"Private, ltd by shares"
431,2989367,5th C Collection Limited (The),2020-10-30,,"Private, ltd by shares"
432,2932456,"6 Degrees Asia Limited
六度(亞洲)有限公司",2020-04-16,,"Private, ltd by shares"
433,2954197,"6 Excovery Limited
6 薈堂有限公司",2020-06-23,,"Private, ltd by shares"
434,2960597,"6 Gordon Trading Limited
戈登貿易有限公司",2020-07-15,,"Private, ltd by shares"
435,2973508,"6 Sigma Technology Limited
6式格瑪科技有限公司",2020-09-01,,"Private, ltd by shares"
436,2981602,601602 Limited,2020-09-30,,"Private, ltd by shares"
437,2981820,"608 (Hong Kong) Limited
陸零捌（香港）有限公司",2020-09-30,,"Private, ltd by shares"
438,2999413,"611 Easy Buy HK Company Limited
611易網購物流有限公司",2020-12-03,,"Private, ltd by shares"
439,3003083,"616 NUMERICAL TECHNOLOGY DEVELOPMENT LIMITED
616數字科技研究院有限公司",2020-12-18,,"Private, ltd by shares"
440,2990803,616 TRADING LIMITED,2020-11-04,,"Private, ltd by shares"
441,2948823,"62hse Limited
樂易居地產資訊有限公司",2020-06-04,,"Private, ltd by shares"
442,2982366,638 641 642 643 Limited,2020-10-05,,"Private, ltd by shares"
443,2945665,64HYDRO COMPANY LIMITED,2020-05-27,,"Private, ltd by shares"
444,2959031,"66 Cloud Technology Company Limited
神豬網路有限公司",2020-07-09,,"Private, ltd by shares"
445,2917972,"66 Culture Communication & Entertainment Limited
66文化傳播及娛樂有限公司",2020-02-24,,"Private, ltd by shares"
446,2928527,6628 LIMITED,2020-04-01,,"Private, ltd by shares"
447,2940020,678 Queen Limited,2020-05-08,,"Private, ltd by shares"
448,2928519,68 LIMITED,2020-04-01,,"Private, ltd by shares"
449,2989891,"6am Food Industry Company Limited
曦和食業有限公司",2020-11-02,,"Private, ltd by shares"
450,2965660,6am Studio Limited,2020-08-06,,"Private, ltd by shares"
451,2976682,"6gNetworks Technology Co., Limited",2020-09-10,,"Private, ltd by shares"
452,2985696,"6pat Technology Company Limited
光焱科技有限公司",2020-10-16,,"Private, ltd by shares"
453,2964472,"7 Lakes International Hong Kong Co., Limited",2020-07-31,,"Private, ltd by shares"
454,2980007,7 PO PO LIMITED,2020-09-23,,"Private, ltd by shares"
455,2959507,7 STAR RECYCLING LIMITED,2020-07-10,,"Private, ltd by shares"
456,2922914,7 TO SEVEN HOLDING LIMITED,2020-03-12,,"Private, ltd by shares"
457,2968743,7 UP LIMITED,2020-08-17,,"Private, ltd by shares"
458,2967634,7-one Healthcare and Technology Company Limited,2020-08-12,,"Private, ltd by shares"
459,3005612,"700 PROPERTY AGENCY LIMITED
騰迅地產代理有限公司",2020-12-29,,"Private, ltd by shares"
460,2972943,"704 PRODUCTION LIMITED
704製作有限公司",2020-08-31,,"Private, ltd by shares"
461,2927825,710A LIMITED,2020-03-30,,"Private, ltd by shares"
462,2988061,718 Spyder Limited,2020-10-27,,"Private, ltd by shares"
463,2939430,"72 NETWORK LIMITED
七二網絡有限公司",2020-05-07,,"Private, ltd by shares"
464,2913139,727 HOLDINGS LIMITED,2020-01-17,,"Private, ltd by shares"
465,2991202,"73 SOUTHEAST TRAVEL AND CONSULTING LIMITED
東南旅行顧問有限公司",2020-11-05,,"Private, ltd by shares"
466,2920147,730 Biotech Limited,2020-03-02,,"Private, ltd by shares"
467,2938071,"75Plus Group Limited
柒拾伍加生物集團有限公司",2020-05-04,,"Private, ltd by shares"
468,2928061,"76PLUS ENTERTAINMENT CO., LIMITED",2020-03-30,,"Private, ltd by shares"
469,2983019,770 Global Energy Limited,2020-10-07,,"Private, ltd by shares"
470,2995270,777 FC GLOBAL LIMITED,2020-11-19,,"Private, ltd by shares"
471,2994874,777NET LIMITED,2020-11-18,,"Private, ltd by shares"
472,2913507,78 International Limited,2020-01-20,,"Private, ltd by shares"
473,2944584,786 LIMITED,2020-05-22,,"Private, ltd by shares"
474,2952389,7A LIMITED (HK),2020-06-17,,"Private, ltd by shares"
475,2914183,7AM STUDIO LIMITED,2020-01-22,,"Private, ltd by shares"
476,2945374,7B LIMITED,2020-05-26,,"Private, ltd by shares"
477,2973202,7pebbles Limited,2020-09-01,,"Private, ltd by shares"
478,2983256,8 Blocks Limited,2020-10-07,,"Private, ltd by shares"
479,2947613,"8 Catering Group Limited
8號飲食集團有限公司",2020-06-02,,"Private, ltd by shares"
480,2912415,"8 GENERATION OF DESCENDANT OF HONG KONG YUEN KUT LAM CENTENNIAL FAMILY DR. YUEN TIN YUN GLOBAL INDUSTRIAL GROUP HOLD LIMITED (THE)
香港源吉林百年家族後人源天潤博士環球產業集團控股有限公司",2020-01-15,,"Private, ltd by shares"
481,2972548,"8 Imperial Enterprise Development Limited
皇道企業發展有限公司",2020-08-28,,"Private, ltd by shares"
482,2998333,"8 Links Active Limited
8環動力有限公司",2020-11-30,,"Private, ltd by shares"
483,2993602,8 Links Consultancy Limited,2020-11-13,,"Private, ltd by shares"
484,2972458,"8 LION DEVELOPMENT LIMITED
獅皇發展有限公司",2020-08-28,,"Private, ltd by shares"
485,2942759,"8 MEDIA & CULTURE LIMITED
遊皇誌有限公司",2020-05-18,,"Private, ltd by shares"
486,2946829,"8 NOBLE HOLDINGS CORPORATION LIMITED
皇族控股集團有限公司",2020-05-29,,"Private, ltd by shares"
487,2936255,"8 VISION GLOBAL LOGISTICS LIMITED
8亮點環球物流有限公司",2020-04-27,,"Private, ltd by shares"
488,2932494,8 Workshop Limited,2020-04-16,,"Private, ltd by shares"
489,2971238,80 GRAMS LIMITED,2020-08-25,,"Private, ltd by shares"
490,2970047,"80 PICTURES LIMITED
八十映畫有限公司",2020-08-20,,"Private, ltd by shares"
491,2988479,"80 YEARS TRADING CO., LIMITED
捌零後貿易有限公司",2020-10-28,,"Private, ltd by shares"
492,2996204,"802 Industries Limited
802工業有限公司",2020-11-23,,"Private, ltd by shares"
493,2940276,"80s BAKING LIMITED
八十後烘焙有限公司",2020-05-08,,"Private, ltd by shares"
494,2918474,"80s Loft Studio Limited
八閣工作室有限公司",2020-02-25,,"Private, ltd by shares"
495,2947230,82 LIMITED,2020-06-01,,"Private, ltd by shares"
496,2998632,"828 Car Service Limited
抹易抹828有限公司",2020-12-01,,"Private, ltd by shares"
497,3004272,"828 PROPERTY AGENCY LIMITED
828地產代理有限公司",2020-12-23,,"Private, ltd by shares"
498,2971010,"84.COM LIMITED
八四網絡有限公司",2020-08-25,,"Private, ltd by shares"
499,2919683,"852 Butcher Limited
凍肉黃有限公司",2020-02-28,,"Private, ltd by shares"
500,2917432,"852 Catering Limited
852食堂有限公司",2020-02-21,,"Private, ltd by shares"
501,3001780,852 eCommerce Limited,2020-12-14,,
502,2951375,"852barbershop Limited
捌伍貳巴巴梳有限公司",2020-06-12,,"Private, ltd by shares"
503,2919998,"852EBiz Consulting Services Limited
852 網通顧問服務有限公司",2020-02-29,,"Private, ltd by shares"
504,2934142,"85310 LIMITED
85310 有限公司",2020-04-21,,"Private, ltd by shares"
505,2998331,"85two Technologies Co., Limited
852 科技有限公司",2020-11-30,,"Private, ltd by shares"
506,2949651,"86 Interactive Entertainment Network Co., Limited
八六互動娛樂有限公司",2020-06-08,,"Private, ltd by shares"
507,2988851,86 Planet Limited,2020-10-29,,"Private, ltd by shares"
508,2954683,86R LIMITED,2020-06-24,,"Private, ltd by shares"
509,2971487,88 (HK) LIMITED,2020-08-26,,"Private, ltd by shares"
510,2960043,88 GLOBAL LIMITED (b2020-07-13),2020-07-13,,"Private, ltd by shares"
511,2921193,88 INVESTMENTS LIMITED (HK),2020-03-05,,"Private, ltd by shares"
512,2953733,8810 Asia Limited,2020-06-22,,"Private, ltd by shares"
513,2928201,"888 Global Access Limited
888環球有限公司",2020-03-31,,"Private, ltd by shares"
514,2990286,888 GLOBAL LIMITED,2020-11-03,,"Private, ltd by shares"
515,2991328,"888 Philanthropy Limited
888公益服務有限公司",2020-11-05,,"Private, ltd by shares"
516,2920824,8899 Creative Limited,2020-03-04,,"Private, ltd by shares"
517,2961076,"88M Global Limited
88寰宇有限公司",2020-07-16,,"Private, ltd by shares"
518,2915966,898 LIMITED,2020-02-11,,"Private, ltd by shares"
519,2975699,8Capital Investors Limited,2020-09-08,,"Private, ltd by shares"
520,2920905,8F Aquaculture Master Fund II Limited,2020-03-04,,"Private, ltd by shares"
521,2932178,"8finity Company Limited
八維有限公司",2020-04-15,,"Private, ltd by shares"
522,2938147,8FIVE2 HOLDINGS LIMITED,2020-05-04,,"Private, ltd by shares"
523,2953212,"8gg Limited
8蛋有限公司",2020-06-19,,"Private, ltd by shares"
524,2992227,"8ight 5ive 2wo Game Studio Company Limited
捌伍貳遊戲館有限公司",2020-11-09,,"Private, ltd by shares"
525,3001908,8K Productions Limited,2020-12-14,,"Private, ltd by shares"
526,2947020,8km Limited,2020-06-01,,"Private, ltd by shares"
527,2911636,"8LIGHTSPACE LIMITED
八通激光設備有限公司",2020-01-14,,"Private, ltd by shares"
528,2930711,8mile International Group Limited,2020-04-09,,"Private, ltd by shares"
529,2944453,8MSaaS Limited,2020-05-22,,"Private, ltd by shares"
530,2968112,8shades Limited,2020-08-14,,"Private, ltd by shares"
531,2919583,"8SQUARE LIMITED
八方專業有限公司",2020-02-28,,"Private, ltd by shares"
532,2989325,"9 & Nine Catering Equipment Limited
九九行餐飲設備有限公司",2020-10-30,,"Private, ltd by shares"
533,2945614,9 GLOBAL LIMITED (HK),2020-05-27,,"Private, ltd by shares"
534,2965929,"90's Consultants Limited
玖零顧問有限公司",2020-08-06,,"Private, ltd by shares"
535,3003634,90'S MAKEUP BEAUTY STUDIO LIMITED,2020-12-21,,"Private, ltd by shares"
536,2924628,"90's Production Limited
玖零製作有限公司",2020-03-18,,"Private, ltd by shares"
537,2975589,906 Limited,2020-09-08,,"Private, ltd by shares"
538,3004066,"90L Production Limited
90度媒體製作有限公司",2020-12-22,,"Private, ltd by shares"
539,2998173,90S BEAUTY COMPANY LIMITED (b2020-11-27),2020-11-27,,
540,2910364,"919 COMMERCE AND TRADING COMPANY LIMITED
919商貿有限公司",2020-01-09,,"Private, ltd by shares"
541,2972203,91ACT LIMITED,2020-08-28,,"Private, ltd by shares"
542,2909987,"91Chip Limited
脈芯國際有限公司",2020-01-08,,"Private, ltd by shares"
543,2971223,"92 Inn Limited
玖貳客棧有限公司",2020-08-25,,"Private, ltd by shares"
544,2963392,"928 Real Estate Company Limited
玖貳發置業有限公司",2020-07-28,,"Private, ltd by shares"
545,2915040,"931Maison Consultancy Limited
搜戶臣顧問有限公司",2020-01-24,,"Private, ltd by shares"
546,2979542,"932 PROFESSIONAL BEAUTY EQUIPMENT MAINTENANCE COMPANY LIMITED
932 美容一站式專業維修有限公司",2020-09-22,,"Private, ltd by shares"
547,2947820,"933 LIMITED
933策劃顧問有限公司",2020-06-02,,"Private, ltd by shares"
548,2969947,"963 Vinson Limited
963 偉智有限公司",2020-08-20,,"Private, ltd by shares"
549,2947228,97 LIMITED,2020-06-01,,"Private, ltd by shares"
550,2934129,98 LIMITED,2020-04-21,,"Private, ltd by shares"
551,2952486,"98.STAR Trading Company Limited
利連萊貿易有限公司",2020-06-17,,"Private, ltd by shares"
552,2936328,"99 CONSTRUCTION LIMITED
99建築有限公司",2020-04-27,,"Private, ltd by shares"
553,2939418,"99 gift Limited
玖禮禮品有限公司",2020-05-07,,"Private, ltd by shares"
554,2960813,"99 ImmEduJob Limited
99移民教育就業有限公司",2020-07-15,,"Private, ltd by shares"
555,2908801,99 Insurance Limited,2020-01-06,,"Private, ltd by shares"
556,2967654,"99 Mall Limited
99電商平台有限公司",2020-08-12,,"Private, ltd by shares"
557,2952704,"99 Plus One Limited
豐盛99有限公司",2020-06-17,,"Private, ltd by shares"
558,2923070,9999 Creative Agency Limited,2020-03-12,,"Private, ltd by shares"
559,2920065,99EX GROUP LIMITED,2020-03-02,,"Private, ltd by shares"
560,2943519,"99life Pty Limited
99人生有限公司",2020-05-20,,"Private, ltd by shares"
561,2952390,9A LIMITED (HK),2020-06-17,,"Private, ltd by shares"
562,2976514,"9caketopper Limited
9插蛋糕插牌有限公司",2020-09-10,,"Private, ltd by shares"
563,3003868,"9METERS (HK) TECHNOLOGY CO., LIMITED
玖米(香港)科技有限公司",2020-12-22,,"Private, ltd by shares"
564,2973389,"9MM Company Limited
9造音樂有限公司",2020-09-01,,"Private, ltd by shares"
565,2961732,"9OS Investment(HK)Co., Limited
玖世投資(香港)有限公司",2020-07-17,,"Private, ltd by shares"
566,2940241,"9stars Entertainment Limited
九星互娛有限公司",2020-05-08,,"Private, ltd by shares"
567,2927057,9to5 Limited,2020-03-26,,"Private, ltd by shares"
568,3003417,A & A Development (HK) Limited,2020-12-21,,"Private, ltd by shares"
569,2968793,"A & A Power Limited
耀昌實業控股有限公司",2020-08-17,,"Private, ltd by shares"
570,2954404,"A & B PLUS ENGINEERING LIMITED
壹家工程有限公司",2020-06-23,,"Private, ltd by shares"
571,2914117,A & C HOLIDAY LIMITED,2020-01-21,,"Private, ltd by shares"
572,2912399,"A & D Power (Hong Kong) Limited
深能現代動力能源技術(香港)有限公司",2020-01-15,,"Private, ltd by shares"
573,2960963,"A & H SECRETARIAL LIMITED
良士秘書有限公司",2020-07-16,,"Private, ltd by shares"
574,2988639,A & J (HK) Consultants Limited,2020-10-28,,"Private, ltd by shares"
575,2909240,"A & KA LIMITED
阿卡有限公司",2020-01-06,,"Private, ltd by shares"
576,2987200,A & L Marketing Strategies Limited,2020-10-22,,"Private, ltd by shares"
577,2924326,A & M MARINE SERVICES LIMITED,2020-03-17,,"Private, ltd by shares"
578,2956853,A & MT LIMITED,2020-07-03,,"Private, ltd by shares"
579,2977998,"A & P Alliance Limited
臻善合作有限公司",2020-09-16,,"Private, ltd by shares"
580,2932099,"A & P Trading Co. Limited
安普貿易有限公司",2020-04-15,,"Private, ltd by shares"
